Account_Id,Trans_Id,Age,Followers,NAME_CONTRACT_TYPE,GENDER,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_FAMILY_STATUS,Label,results
157.55.130.148-10.42.0.42-40004-46360-17,104454,53,2070,Cash loans,F,101250.0,66222.0,7155.0,58500.0,Working,Separated,1,1
10.42.0.211-10.42.0.1-64837-53-17,104455,31,1849,Cash loans,M,90000.0,537763.5,31000.5,459000.0,Working,Civil marriage,1,1
172.217.12.206-10.42.0.211-443-59982-6,104456,58,1050,Cash loans,F,94500.0,497520.0,30568.5,450000.0,Working,Married,1,1
10.42.0.151-10.42.0.1-17013-53-17,104457,25,1430,Revolving loans,F,76500.0,247500.0,12375.0,247500.0,Working,Married,1,1
10.42.0.151-52.84.137.241-39359-443-6,104459,27,1140,Cash loans,M,270000.0,485640.0,44671.5,450000.0,Commercial associate,Married,1,1
10.42.0.211-23.194.141.191-58966-443-6,104461,28,2690,Cash loans,F,247500.0,183294.0,11205.0,153000.0,Pensioner,Single / not married,1,1
172.217.12.162-10.42.0.211-443-36154-6,104462,40,2742,Cash loans,M,315000.0,656811.0,40311.0,567000.0,Commercial associate,Single / not married,1,1
203.205.158.52-10.42.0.151-80-36149-6,104463,32,500,Cash loans,F,157500.0,508495.5,22527.0,454500.0,Pensioner,Widow,1,1
183.79.250.251-10.42.0.211-443-54353-6,104464,36,2680,Cash loans,M,202500.0,900000.0,32017.5,900000.0,Working,Civil marriage,1,1
157.240.18.36-10.42.0.151-443-57070-6,104465,30,1278,Cash loans,F,180000.0,1506816.0,45814.5,1350000.0,Working,Single / not married,1,1
172.217.12.138-10.42.0.42-443-34119-6,104467,33,1278,Cash loans,F,405000.0,738108.0,58315.5,630000.0,Working,Single / not married,1,1
10.42.0.211-104.244.42.129-51850-443-6,104468,35,1278,Cash loans,F,76500.0,454500.0,18153.0,454500.0,Working,Married,1,1
10.42.0.151-10.42.0.1-47143-53-17,104469,42,2085,Cash loans,M,63000.0,545040.0,16654.5,450000.0,Pensioner,Married,1,1
203.205.158.60-10.42.0.151-80-45787-6,104470,33,4402,Cash loans,M,112500.0,135000.0,9526.5,135000.0,Working,Married,1,1
10.42.0.211-72.21.207.136-50575-443-6,104471,57,1520,Cash loans,M,157500.0,112500.0,13351.5,112500.0,Working,Single / not married,1,1
10.42.0.211-10.42.0.1-3028-53-17,104474,28,500,Cash loans,F,189000.0,252000.0,9630.0,252000.0,Pensioner,Married,1,1
172.217.10.42-10.42.0.42-443-33846-6,104475,26,400,Cash loans,M,180000.0,1005120.0,29389.5,720000.0,Commercial associate,Married,1,1
183.79.250.251-10.42.0.151-443-36774-6,104476,45,1820,Cash loans,M,270000.0,508495.5,34249.5,454500.0,Working,Widow,1,1
10.42.0.151-101.226.103.112-34762-80-6,104477,42,1820,Cash loans,M,270000.0,945000.0,40167.0,945000.0,Working,Separated,1,1
183.79.17.107-10.42.0.211-443-58461-6,104478,33,1020,Cash loans,M,112500.0,225000.0,14764.5,225000.0,Commercial associate,Single / not married,1,1
169.45.238.55-10.42.0.42-5222-42921-6,104481,35,500,Cash loans,M,202500.0,165915.0,12204.0,126000.0,Commercial associate,Single / not married,1,1
203.205.158.60-10.42.0.211-80-47599-6,104483,34,250,Cash loans,F,180000.0,790830.0,62613.0,675000.0,Working,Married,1,1
10.42.0.211-10.42.0.1-43818-53-17,104484,42,400,Cash loans,F,157500.0,417915.0,45139.5,378000.0,Commercial associate,Married,1,1
172.217.12.138-10.42.0.211-443-46805-6,104485,32,2315,Cash loans,F,135000.0,452385.0,26100.0,373500.0,Working,Separated,1,1
172.217.10.131-10.42.0.211-443-45713-6,104486,25,800,Cash loans,F,45000.0,1097131.5,43510.5,886500.0,Pensioner,Married,1,1
10.42.0.211-106.39.169.66-53159-80-6,104487,52,250,Cash loans,F,292500.0,631332.0,35383.5,585000.0,State servant,Married,1,1
205.185.216.10-10.42.0.211-80-34148-6,104488,29,11960,Cash loans,F,166500.0,225000.0,22050.0,225000.0,Commercial associate,Single / not married,1,1
172.217.9.238-10.42.0.151-443-45822-6,104489,28,1907,Revolving loans,F,315000.0,270000.0,13500.0,270000.0,Working,Married,1,1
172.217.12.131-10.42.0.211-443-37454-6,104490,27,1090,Cash loans,M,135000.0,1256400.0,36864.0,900000.0,Commercial associate,Married,1,1
172.217.10.106-10.42.0.151-443-57089-6,104491,50,1750,Cash loans,M,121500.0,573943.5,21991.5,513000.0,Working,Married,1,1
10.42.0.211-10.42.0.1-15494-53-17,104492,26,400,Cash loans,F,144000.0,508495.5,20295.0,454500.0,Pensioner,Married,1,1
10.42.0.151-54.192.38.65-42793-443-6,104493,31,4203,Cash loans,F,301500.0,601470.0,30838.5,450000.0,Commercial associate,Married,1,1
172.217.10.52-10.42.0.211-443-56995-6,104494,32,1505,Revolving loans,M,130500.0,135000.0,6750.0,135000.0,Working,Single / not married,1,1
10.42.0.42-121.12.98.62-52168-80-6,104495,28,1430,Cash loans,M,135000.0,459000.0,31945.5,459000.0,State servant,Married,1,1
10.42.0.211-10.42.0.1-13806-53-17,104496,58,800,Cash loans,F,112500.0,162000.0,11403.0,162000.0,Working,Separated,1,1
180.76.174.197-10.42.0.211-80-52217-6,104497,30,1100,Cash loans,F,90000.0,1223010.0,51817.5,1125000.0,Working,Married,1,1
10.42.0.151-10.42.0.1-12638-53-17,104498,36,600,Cash loans,F,72000.0,98910.0,7164.0,90000.0,Working,Married,1,1
10.42.0.151-54.192.38.230-55605-443-6,104500,37,640,Cash loans,F,220500.0,1123443.0,32976.0,981000.0,Working,Single / not married,1,1
202.77.129.150-10.42.0.151-80-38297-6,104503,37,832,Cash loans,M,112500.0,765000.0,39190.5,765000.0,Working,Civil marriage,1,1
10.42.0.42-66.231.239.120-55595-443-6,104504,25,500,Cash loans,F,112500.0,723604.5,37597.5,670500.0,Working,Single / not married,1,1
10.42.0.211-23.206.166.66-40154-80-6,104505,53,1090,Cash loans,M,202500.0,526491.0,22261.5,454500.0,Commercial associate,Married,1,1
10.42.0.211-10.42.0.1-20556-53-17,104507,30,2000,Cash loans,M,135000.0,254700.0,20119.5,225000.0,Working,Separated,1,1
172.217.11.10-10.42.0.151-443-34241-6,104508,31,-832,Cash loans,F,135000.0,545040.0,25537.5,450000.0,Working,Married,1,1
10.42.0.211-10.42.0.1-11405-53-17,104509,27,400,Cash loans,F,67500.0,283419.0,13342.5,234000.0,State servant,Separated,1,1
172.217.10.227-10.42.0.151-443-57052-6,104511,33,1090,Cash loans,F,112500.0,871029.0,44604.0,765000.0,Working,Married,1,1
10.42.0.211-106.39.169.66-32850-80-6,104513,39,500,Cash loans,F,225000.0,770292.0,34938.0,688500.0,Working,Married,1,1
157.55.130.144-10.42.0.151-40019-43477-17,104514,35,1090,Revolving loans,M,45000.0,180000.0,9000.0,180000.0,Working,Married,1,1
183.79.248.252-10.42.0.42-443-47744-6,104515,25,1090,Cash loans,M,112500.0,270000.0,16645.5,270000.0,Working,Married,1,1
10.42.0.211-104.244.42.193-41987-443-6,104516,28,400,Cash loans,F,90000.0,900000.0,32017.5,900000.0,Working,Civil marriage,1,1
10.42.0.151-10.42.0.1-35358-53-17,104517,32,1040,Cash loans,F,78750.0,614574.0,17968.5,513000.0,Pensioner,Married,1,1
183.79.250.123-10.42.0.211-443-60641-6,104518,32,2140,Cash loans,F,270000.0,855000.0,27711.0,855000.0,Working,Married,1,1
172.217.12.174-10.42.0.151-443-54863-6,104519,29,1600,Cash loans,F,225000.0,90000.0,5634.0,90000.0,Pensioner,Single / not married,1,1
10.42.0.211-106.11.94.21-35631-443-6,104521,30,1190,Cash loans,M,54000.0,284400.0,10719.0,225000.0,Working,Married,0,0
10.42.0.211-23.101.151.89-39079-443-6,104522,39,900,Cash loans,F,112500.0,504000.0,18234.0,504000.0,Pensioner,Single / not married,1,1
216.58.219.232-10.42.0.211-443-44653-6,104523,41,1640,Cash loans,F,180000.0,1105083.0,36652.5,904500.0,Working,Separated,1,1
10.42.0.211-10.42.0.1-41068-53-17,104524,31,500,Cash loans,F,67500.0,130320.0,13351.5,112500.0,Working,Married,0,0
192.229.173.173-10.42.0.211-443-49224-6,104525,27,400,Cash loans,F,225000.0,679500.0,22455.0,679500.0,Pensioner,Separated,0,0
205.185.216.42-10.42.0.151-80-48850-6,104526,28,400,Cash loans,F,175500.0,808650.0,23773.5,675000.0,Pensioner,Single / not married,1,1
10.42.0.151-10.42.0.1-42608-53-17,104527,33,2083,Revolving loans,F,90000.0,135000.0,6750.0,135000.0,Working,Separated,0,0
10.42.0.211-123.125.115.164-47543-443-6,104530,29,1000,Cash loans,F,112500.0,1528200.0,53118.0,1350000.0,Commercial associate,Married,1,1
10.42.0.1-10.42.0.42-53-12901-17,104531,31,400,Revolving loans,M,180000.0,180000.0,9000.0,180000.0,Working,Single / not married,1,1
172.217.12.161-10.42.0.211-80-51638-6,104532,32,1665,Cash loans,M,81000.0,360000.0,17640.0,360000.0,Working,Married,0,0
172.217.10.2-10.42.0.42-443-48039-6,104533,34,1090,Cash loans,F,112500.0,523597.5,20893.5,468000.0,Working,Separated,1,1
172.217.11.46-10.42.0.151-443-37356-6,104534,28,500,Revolving loans,M,180000.0,247500.0,12375.0,247500.0,Working,Married,1,1
10.42.0.211-10.42.0.1-22881-53-17,104535,40,400,Cash loans,F,180000.0,1078200.0,38331.0,900000.0,Working,Married,1,1
10.42.0.42-98.139.183.24-40204-443-6,104536,41,800,Cash loans,F,157500.0,741276.0,23913.0,531000.0,Working,Married,1,1
172.217.12.142-10.42.0.42-443-59337-6,104537,31,1100,Cash loans,M,130500.0,414612.0,17694.0,297000.0,Pensioner,Married,0,0
10.42.0.42-119.146.74.34-52573-80-6,104538,30,750,Cash loans,M,225000.0,284400.0,22599.0,225000.0,Commercial associate,Married,1,1
172.217.12.138-10.42.0.211-443-35577-6,104539,24,7129,Cash loans,M,225000.0,239850.0,22900.5,225000.0,Working,Single / not married,1,1
10.42.0.211-10.42.0.1-31813-53-17,104540,47,500,Cash loans,M,65250.0,239850.0,23494.5,225000.0,Pensioner,Married,0,0
10.42.0.1-10.42.0.42-53-53197-17,104542,51,2270,Cash loans,M,180000.0,381528.0,20133.0,315000.0,Working,Married,0,0
10.42.0.151-10.42.0.1-60939-53-17,104543,31,500,Cash loans,M,90000.0,254700.0,30357.0,225000.0,Working,Single / not married,1,1
172.217.9.234-10.42.0.211-443-51708-6,104544,30,400,Cash loans,F,90000.0,283419.0,16398.0,234000.0,Pensioner,Civil marriage,1,1
10.42.0.1-10.42.0.42-53-7214-17,104545,29,400,Cash loans,M,225000.0,900000.0,35694.0,900000.0,Commercial associate,Married,1,1
202.77.129.150-10.42.0.151-443-42520-6,104546,39,1154,Cash loans,F,90000.0,684000.0,19998.0,684000.0,Working,Married,0,0
10.42.0.211-10.42.0.1-38577-53-17,104547,39,6760,Cash loans,M,315000.0,1823242.5,55408.5,1665000.0,Working,Married,1,1
10.42.0.211-10.42.0.1-7893-53-17,104548,37,1730,Cash loans,F,135000.0,258709.5,26640.0,234000.0,Pensioner,Married,1,1
10.42.0.151-66.198.24.253-45703-80-6,104549,28,400,Revolving loans,F,112500.0,180000.0,9000.0,180000.0,Working,Separated,1,1
172.217.3.106-10.42.0.211-443-38475-6,104550,44,1305,Cash loans,F,78750.0,521280.0,23089.5,450000.0,Pensioner,Married,1,1
172.217.11.42-10.42.0.42-443-38038-6,104551,36,1180,Cash loans,F,135000.0,225000.0,24363.0,225000.0,Commercial associate,Married,1,1
10.42.0.211-106.39.162.36-49780-80-6,104552,40,2640,Cash loans,M,135000.0,330048.0,12573.0,216000.0,Working,Married,1,1
172.217.12.142-10.42.0.151-443-48118-6,104553,31,1146,Cash loans,F,90000.0,390960.0,15223.5,337500.0,Pensioner,Married,1,1
202.77.129.150-10.42.0.211-80-35470-6,104554,32,1231,Cash loans,F,90000.0,104256.0,10944.0,90000.0,Working,Single / not married,1,1
10.42.0.211-98.139.180.180-51618-443-6,104555,34,1430,Cash loans,F,360000.0,405000.0,32125.5,405000.0,Commercial associate,Married,1,1
10.42.0.151-23.199.17.202-48104-443-6,104556,22,400,Cash loans,M,81000.0,90000.0,10809.0,90000.0,Commercial associate,Single / not married,1,1
10.42.0.211-121.12.98.78-57705-80-6,104557,31,1268,Cash loans,M,112500.0,225000.0,11074.5,225000.0,Commercial associate,Civil marriage,1,1
10.42.0.1-10.42.0.42-53-22544-17,104558,43,1430,Cash loans,F,225000.0,1264522.5,41922.0,1035000.0,Working,Married,1,1
202.77.129.185-10.42.0.211-80-47560-6,104559,37,1040,Cash loans,F,157500.0,454500.0,16974.0,454500.0,Commercial associate,Single / not married,1,1
10.42.0.151-10.42.0.1-5083-53-17,104560,30,1231,Cash loans,F,135000.0,271066.5,10174.5,234000.0,Working,Married,0,0
10.42.0.151-103.7.30.118-43226-80-6,104561,24,3601,Revolving loans,F,81000.0,135000.0,6750.0,135000.0,Working,Married,1,1
10.42.0.151-120.196.211.8-54897-80-6,104562,46,1231,Cash loans,F,135000.0,855000.0,27580.5,855000.0,Working,Separated,0,0
10.42.0.1-10.42.0.42-53-6388-17,104563,28,1231,Cash loans,M,135000.0,238500.0,28435.5,238500.0,Working,Single / not married,1,1
10.42.0.211-10.42.0.1-5420-53-17,104564,27,1740,Cash loans,M,112500.0,101880.0,12217.5,90000.0,Working,Single / not married,1,1
172.217.10.74-10.42.0.42-443-55920-6,104565,35,400,Cash loans,F,216000.0,820453.5,34893.0,652500.0,Working,Married,1,1
10.42.0.1-10.42.0.42-53-47668-17,104566,45,3665,Revolving loans,M,135000.0,180000.0,9000.0,180000.0,Pensioner,Civil marriage,0,0
172.217.10.99-10.42.0.211-80-55276-6,104567,38,5525,Cash loans,M,67500.0,143910.0,14364.0,135000.0,Pensioner,Married,1,1
10.42.0.1-10.42.0.42-53-15438-17,104568,40,4118,Cash loans,M,135000.0,143910.0,15628.5,135000.0,Working,Married,1,1
10.42.0.211-103.235.46.212-60284-80-6,104569,30,3440,Cash loans,F,135000.0,1206000.0,35392.5,1206000.0,Working,Married,1,1
10.42.0.211-69.147.82.60-58931-443-6,104570,28,2477,Cash loans,M,225000.0,1350000.0,37255.5,1350000.0,Pensioner,Married,0,0
10.42.0.151-10.42.0.1-29645-53-17,104571,31,400,Cash loans,F,157500.0,1113840.0,57001.5,900000.0,Working,Married,1,1
8.0.6.4-8.6.0.1-0-0-0,104572,28,2409,Cash loans,M,180000.0,523597.5,25317.0,468000.0,Working,Married,0,0
172.217.6.234-10.42.0.151-443-47693-6,104573,38,1000,Cash loans,F,202500.0,272173.5,12118.5,184500.0,Working,Married,1,1
183.232.118.20-10.42.0.211-80-41013-6,104574,41,1170,Cash loans,M,157500.0,450000.0,16965.0,450000.0,Working,Married,0,0
172.217.12.206-10.42.0.151-443-58997-6,104575,31,1390,Cash loans,M,81000.0,450000.0,22018.5,450000.0,Commercial associate,Married,1,1
172.217.3.97-10.42.0.151-443-40075-6,104576,48,4525,Cash loans,F,180000.0,755190.0,48960.0,675000.0,Working,Married,0,0
10.42.0.211-66.198.24.253-53182-443-6,104577,34,400,Cash loans,F,144000.0,270000.0,23301.0,270000.0,Commercial associate,Single / not married,1,1
10.42.0.151-10.42.0.1-17523-53-17,104579,49,1000,Cash loans,M,225000.0,450000.0,27324.0,450000.0,Working,Married,1,1
180.76.138.25-10.42.0.211-80-45378-6,104580,26,250,Cash loans,M,67500.0,481495.5,33511.5,454500.0,Pensioner,Married,1,1
10.42.0.151-10.42.0.1-25307-53-17,104581,57,400,Cash loans,F,90000.0,135000.0,6889.5,135000.0,Working,Civil marriage,1,1
10.42.0.42-119.146.74.48-55132-80-6,104582,35,400,Cash loans,F,189000.0,254700.0,30357.0,225000.0,Working,Married,0,0
175.100.207.233-10.42.0.42-80-42912-6,104583,58,250,Cash loans,M,157500.0,328405.5,25947.0,283500.0,Working,Married,1,1
10.42.0.211-64.71.142.95-53763-443-6,104585,36,250,Cash loans,F,171000.0,528633.0,22527.0,472500.0,Commercial associate,Widow,0,0
198.11.188.78-10.42.0.211-443-52556-6,104586,28,400,Cash loans,F,54000.0,142200.0,9387.0,112500.0,Working,Married,1,1
10.42.0.151-106.11.92.1-56127-443-6,104587,37,1280,Cash loans,F,112500.0,193500.0,12928.5,193500.0,Working,Married,1,1
172.217.10.138-10.42.0.42-443-33955-6,104589,31,3440,Cash loans,M,135000.0,133659.0,12388.5,108000.0,Commercial associate,Married,1,1
203.205.158.34-10.42.0.151-80-60175-6,104590,28,0,Revolving loans,F,76500.0,225000.0,11250.0,225000.0,Pensioner,Married,1,1
172.217.10.138-10.42.0.42-443-52164-6,104591,36,400,Cash loans,M,135000.0,675000.0,21775.5,675000.0,Commercial associate,Civil marriage,1,1
10.42.0.211-10.42.0.1-21538-53-17,104592,39,1540,Cash loans,M,180000.0,755190.0,29947.5,675000.0,Commercial associate,Married,1,1
10.42.0.211-104.192.110.245-53610-80-6,104593,31,1995,Revolving loans,F,135000.0,180000.0,9000.0,180000.0,Commercial associate,Civil marriage,1,1
10.42.0.151-52.94.232.32-44587-443-6,104594,33,5077,Revolving loans,F,225000.0,225000.0,11250.0,225000.0,Working,Married,1,1
182.22.31.252-10.42.0.151-443-51322-6,104595,32,1840,Cash loans,F,112500.0,225000.0,22383.0,225000.0,Pensioner,Single / not married,1,1
198.11.188.78-10.42.0.151-443-40931-6,104596,28,1230,Cash loans,F,270000.0,640080.0,31261.5,450000.0,Working,Married,0,0
172.217.10.74-10.42.0.42-443-44850-6,104597,31,1840,Cash loans,M,96750.0,312768.0,11718.0,270000.0,Pensioner,Married,1,1
10.42.0.211-52.84.0.236-55944-443-6,104598,38,1720,Cash loans,F,180000.0,417024.0,15453.0,360000.0,Working,Married,0,0
10.42.0.42-66.228.48.38-50690-123-17,104599,46,1430,Cash loans,F,135000.0,522000.0,17095.5,522000.0,Pensioner,Widow,1,1
10.42.0.151-10.42.0.1-41201-53-17,104600,34,2919,Revolving loans,F,135000.0,270000.0,13500.0,270000.0,Unemployed,Widow,1,1
182.22.24.252-10.42.0.211-443-52469-6,104601,47,1666,Cash loans,M,225000.0,1575000.0,43443.0,1575000.0,Working,Separated,1,1
10.42.0.211-121.12.98.64-40891-80-6,104603,24,400,Cash loans,F,202500.0,592560.0,35937.0,450000.0,Working,Single / not married,1,1
10.42.0.211-13.107.3.128-49606-443-6,104604,33,1370,Revolving loans,F,67500.0,247500.0,12375.0,247500.0,Pensioner,Single / not married,1,1
172.217.12.202-10.42.0.211-443-44698-6,104605,50,50,Cash loans,F,121500.0,509602.5,21721.5,387000.0,Pensioner,Married,1,1
10.42.0.151-72.21.206.141-49192-443-6,104606,52,500,Cash loans,F,144000.0,310500.0,15853.5,310500.0,Pensioner,Single / not married,1,1
10.42.0.211-123.125.29.220-55693-80-6,104607,35,50,Cash loans,F,202500.0,755190.0,36459.0,675000.0,Working,Married,0,0
10.42.0.151-104.244.43.195-40147-443-6,104608,32,50,Cash loans,M,81000.0,555273.0,18040.5,463500.0,Pensioner,Widow,1,1
10.42.0.151-10.42.0.1-55996-53-17,104609,46,500,Cash loans,F,90000.0,562500.0,16578.0,562500.0,Working,Single / not married,1,1
10.42.0.211-23.34.19.143-60332-80-6,104612,32,50,Cash loans,F,135000.0,472500.0,48546.0,454500.0,Working,Married,1,1
10.42.0.151-10.42.0.1-19591-53-17,104613,32,1590,Cash loans,F,67500.0,808650.0,26217.0,675000.0,Pensioner,Married,1,1
10.42.0.151-10.42.0.1-38182-53-17,104614,41,1370,Cash loans,M,540000.0,835380.0,42781.5,675000.0,Commercial associate,Married,1,1
172.217.10.97-10.42.0.42-443-36799-6,104615,30,400,Cash loans,F,72000.0,364896.0,17554.5,315000.0,Pensioner,Married,1,1
151.101.0.166-10.42.0.211-443-37455-6,104616,28,2130,Cash loans,M,157500.0,278613.0,27684.0,252000.0,Working,Married,0,0
10.42.0.211-66.231.239.120-35549-80-6,104617,34,1090,Cash loans,M,360000.0,790830.0,62613.0,675000.0,Commercial associate,Married,1,1
10.42.0.151-72.21.206.135-43246-443-6,104619,40,1430,Cash loans,F,135000.0,810000.0,31653.0,810000.0,Commercial associate,Married,1,1
157.240.2.25-10.42.0.42-443-51677-6,104621,35,600,Cash loans,M,157500.0,675000.0,26901.0,675000.0,Working,Married,1,1
10.42.0.42-66.198.178.90-47080-443-6,104623,27,600,Cash loans,M,292500.0,405000.0,32472.0,405000.0,Commercial associate,Married,0,0
172.217.11.42-10.42.0.42-443-51810-6,104626,32,1090,Cash loans,F,270000.0,1321902.0,38781.0,1035000.0,Working,Married,1,1
173.194.205.157-10.42.0.211-443-46834-6,104627,44,1140,Cash loans,F,157500.0,364896.0,17685.0,315000.0,Working,Married,1,1
220.194.79.21-10.42.0.151-80-55014-6,104628,40,5925,Cash loans,F,58500.0,550980.0,40221.0,450000.0,Working,Married,0,0
198.54.12.127-10.42.0.211-443-50761-6,104629,24,433,Cash loans,M,360000.0,900000.0,46084.5,900000.0,Working,Married,1,1
239.255.255.250-10.42.0.1-1900-44105-17,104630,28,5925,Cash loans,M,225000.0,135000.0,7020.0,135000.0,Pensioner,Married,0,0
10.42.0.211-10.42.0.1-10055-53-17,104631,29,2127,Cash loans,F,135000.0,835380.0,33129.0,675000.0,Pensioner,Civil marriage,1,1
10.42.0.211-115.239.210.141-37653-443-6,104632,33,1610,Cash loans,M,157500.0,313438.5,21073.5,283500.0,Commercial associate,Single / not married,1,1
222.73.28.96-10.42.0.211-80-55824-6,104633,35,1185,Cash loans,M,180000.0,254700.0,30357.0,225000.0,Working,Married,0,0
10.42.0.211-98.139.199.205-60151-443-6,104635,34,400,Cash loans,F,162000.0,553500.0,58122.0,553500.0,Working,Married,1,1
10.42.0.211-66.198.24.253-44750-80-6,104636,28,1440,Revolving loans,F,81000.0,180000.0,9000.0,180000.0,Working,Married,1,1
10.42.0.211-111.221.77.148-46884-40010-6,104637,32,1640,Cash loans,F,157500.0,288873.0,18589.5,238500.0,Working,Married,1,1
239.255.255.250-10.42.0.1-1900-38567-17,104638,38,1090,Cash loans,F,216000.0,500211.0,25537.5,463500.0,Pensioner,Widow,1,1
172.217.7.131-10.42.0.211-443-49008-6,104640,31,1090,Cash loans,F,243000.0,675000.0,28507.5,675000.0,State servant,Married,0,0
172.217.10.110-10.42.0.211-443-55767-6,104641,32,1079,Cash loans,F,216000.0,1575000.0,43443.0,1575000.0,State servant,Married,1,1
10.42.0.211-10.42.0.1-10676-53-17,104642,28,400,Revolving loans,F,180000.0,225000.0,11250.0,225000.0,Working,Married,1,1
151.101.1.140-10.42.0.211-443-42216-6,104643,36,1090,Revolving loans,F,135000.0,202500.0,10125.0,202500.0,Commercial associate,Separated,1,1
10.42.0.211-112.80.248.220-35570-80-6,104644,40,400,Cash loans,M,157500.0,765000.0,25411.5,765000.0,Working,Married,0,0
169.47.40.158-10.42.0.151-5222-60095-6,104645,43,1890,Cash loans,F,135000.0,728460.0,40806.0,675000.0,Commercial associate,Married,0,0
10.42.0.42-61.160.149.70-44930-15100-6,104648,35,500,Cash loans,F,157500.0,1042560.0,55543.5,900000.0,Working,Married,1,1
172.217.10.225-10.42.0.151-443-49092-6,104649,32,1430,Cash loans,F,211500.0,1042515.0,70083.0,999000.0,Working,Separated,0,0
10.42.0.211-52.84.29.154-47425-443-6,104650,24,1090,Cash loans,F,99000.0,675000.0,19867.5,675000.0,Working,Married,1,1
10.42.0.151-23.194.108.102-50471-443-6,104651,25,400,Cash loans,F,144000.0,1042560.0,34456.5,900000.0,Working,Married,1,1
182.22.25.124-10.42.0.42-443-39433-6,104653,34,400,Cash loans,F,112500.0,679500.0,38070.0,679500.0,Working,Single / not married,1,1
10.42.0.1-10.42.0.42-53-38935-17,104654,31,1380,Cash loans,M,99000.0,269550.0,13095.0,225000.0,Working,Married,1,1
10.42.0.1-10.42.0.42-53-29574-17,104655,26,500,Cash loans,F,83250.0,254700.0,14620.5,225000.0,State servant,Single / not married,1,1
10.42.0.1-10.42.0.42-53-51890-17,104656,27,500,Cash loans,F,76500.0,436032.0,16564.5,360000.0,Pensioner,Widow,1,1
10.42.0.211-54.230.49.105-51382-443-6,104657,30,1370,Cash loans,M,270000.0,752553.0,40954.5,598500.0,Pensioner,Married,1,1
10.42.0.211-106.11.95.2-60591-443-6,104658,31,400,Revolving loans,F,180000.0,540000.0,27000.0,540000.0,Working,Single / not married,1,1
10.42.0.151-14.29.93.254-58730-80-6,104659,34,1090,Revolving loans,F,90000.0,247500.0,12375.0,247500.0,Pensioner,Married,1,1
172.217.10.110-10.42.0.151-443-44144-6,104660,31,750,Cash loans,F,67500.0,242595.0,10813.5,202500.0,Commercial associate,Civil marriage,1,1
10.42.0.1-10.42.0.42-53-36982-17,104661,47,1100,Cash loans,F,121500.0,333337.5,26464.5,301500.0,Working,Single / not married,1,1
10.42.0.211-10.42.0.1-38861-53-17,104662,39,800,Cash loans,F,135000.0,436032.0,13347.0,360000.0,Pensioner,Single / not married,0,0
10.42.0.211-64.71.142.124-33038-80-6,104663,31,900,Cash loans,M,193500.0,672174.0,26176.5,481500.0,Working,Married,1,1
10.42.0.1-10.42.0.42-53-4235-17,104664,39,800,Revolving loans,F,112500.0,270000.0,13500.0,270000.0,Working,Single / not married,1,1
203.205.128.137-10.42.0.42-80-34072-6,104665,31,500,Cash loans,M,180000.0,1024740.0,49428.0,900000.0,Working,Single / not married,1,1
172.217.10.232-10.42.0.211-443-40772-6,104666,32,800,Cash loans,F,180000.0,263686.5,25816.5,238500.0,Commercial associate,Separated,1,1
217.69.136.175-10.42.0.211-443-39269-6,104667,47,400,Cash loans,M,180000.0,305640.0,34564.5,270000.0,Commercial associate,Single / not married,0,0
209.10.120.26-10.42.0.211-80-38741-6,104668,31,1100,Cash loans,M,121500.0,376078.5,18288.0,310500.0,Commercial associate,Married,0,0
10.42.0.211-52.84.143.39-58310-80-6,104669,34,800,Cash loans,M,90000.0,270000.0,28480.5,270000.0,Working,Married,1,1
10.42.0.151-66.231.239.95-45918-443-6,104671,34,1100,Cash loans,F,126000.0,700830.0,20619.0,585000.0,Working,Single / not married,1,1
172.217.10.106-10.42.0.151-443-51235-6,104672,32,1890,Cash loans,F,157500.0,1061599.5,31171.5,927000.0,Working,Married,1,1
222.73.28.96-10.42.0.42-80-43334-6,104673,26,1000,Cash loans,M,157500.0,331834.5,20295.0,252000.0,Working,Married,0,0
172.217.6.195-10.42.0.211-80-57464-6,104674,43,4490,Cash loans,M,126000.0,679500.0,19998.0,679500.0,Working,Separated,1,1
10.42.0.211-23.194.142.7-36994-443-6,104675,44,1640,Cash loans,F,157500.0,654498.0,33592.5,585000.0,Working,Married,0,0
10.42.0.151-111.206.25.159-37013-80-6,104676,24,1820,Cash loans,M,180000.0,215640.0,17064.0,180000.0,Working,Married,1,1
10.42.0.211-10.42.0.1-2011-53-17,104678,29,3465,Cash loans,F,148500.0,678996.0,30037.5,540000.0,Pensioner,Married,1,1
175.100.207.231-10.42.0.211-80-36998-6,104679,36,1424,Cash loans,F,157500.0,407727.0,26185.5,333000.0,Pensioner,Married,0,0
216.58.217.67-10.42.0.211-443-37561-6,104680,49,400,Cash loans,F,67500.0,604152.0,26739.0,540000.0,Pensioner,Married,1,1
10.42.0.211-10.42.0.1-18163-53-17,104681,31,600,Revolving loans,F,189000.0,585000.0,29250.0,585000.0,Pensioner,Single / not married,0,0
10.42.0.211-10.42.0.1-17708-53-17,104682,28,1867,Cash loans,M,225000.0,610483.5,22059.0,454500.0,Commercial associate,Civil marriage,1,1
10.42.0.151-31.13.80.52-52907-443-6,104683,39,1300,Cash loans,F,112500.0,553806.0,24525.0,495000.0,State servant,Married,1,1
